公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
安一恒通（北京）科技有限公司,度小满金融,500-2000人,A轮,海淀区,基础架构研发工程师,1-3年,本科,15k-30k,弹性工作
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,,资深数据仓库开发工程师,5-10年,本科,30k-45k,期权、晋升发展、领导接地气儿 、氛围nice
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,技术工程部-运维开发工程师,3-5年,本科,20k-30k,运维开发
北京互连众信科技有限公司,资产360,500-2000人,D轮及以上,朝阳区,数据库开发工程师,3-5年,本科,15k-25k,"优秀团队,年底多薪,弹性时间,自助午餐"
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,高级服务器开发工程师,3-5年,本科,30k-45k,"硅谷式办公,六险一金,水果零食,团队氛围佳"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,资深后端研发工程师,3-5年,本科,30k-60k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,后台研发高级工程师,3-5年,本科,30k-50k,大平台
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,LBS算法开发工程师,3-5年,本科,30k-60k,"旗舰新业务,千亿市场,晋升空间大"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,策略工程高级/资深研发工程师,3-5年,本科,25k-45k,"大平台,技术氛围好,成长空间大,企业福利好"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,资深大数据开发工程师,5-10年,本科,25K-50K,发展空间大 期权奖励
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,后台开发工程师,3-5年,本科,20k-35k,"免费三餐,下午茶"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,分布式系统研发工程师,5-10年,本科,30k-60k,"AI独角兽,公司前景好"
北京彼刻科技有限公司,Hydro,15-50人,不需要融资,朝阳区,资深后端工程师,5-10年,本科,30k-60k,"技术氛围,产品前景广,三餐+房补,弹性工作"
北京伊电园网络科技有限公司,小电,500-2000人,B轮,朝阳区,后端开发工程师,3-5年,本科,16k-30k,"股权,年终奖"
北京易捷思达科技发展有限公司,EasyStack,150-500人,C轮,海淀区,openstack开发工程师,不限,本科,12k-24k,"扁平化管理,弹性工作制"
北京猫盘技术有限公司,猫盘,15-50人,A轮,海淀区,ROM开发工程师,5-10年,本科,20k-40k,"带薪年假,五险一金,大牛多,上升空间大"
北京景通科信科技有限公司,景通科信,50-150人,A轮,朝阳区,Openstack 开发工程师,3-5年,本科,15k-30k,"发展空间大,弹性福利,五险,绩效奖金"
北京易数科技有限公司,GrowingIO,150-500人,A轮,朝阳区,运维开发工程师,3-5年,本科,20k-35k,技术驱动、期权激励
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,大数据平台开发高级工程师,5-10年,本科,18k-36k,"发展前景好,大平台,福利好"
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,后端工程师（数据）,不限,本科,15k-30k,"硅谷大牛带,晋升空间大,锻炼机会多,前沿科技"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,监控系统开发工程师,3-5年,本科,25k-40k,六险一金，弹性工作，免费三餐，租房补贴
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,智慧交通-后端资深开发工程师(J180913013),3-5年,本科,30k-45k,优秀团队 高度挑战 福利丰厚
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,搜索算法资深工程师/技术专家,3-5年,本科,30k-60k,"核心团队,战略业务,弹性工作,发展空间"
北京右划网络科技有限公司,右划,50-150人,A轮,朝阳区,高级后端工程师,3-5年,本科,30k-60k,"短视频,大牛云集,工程师文化,一年15薪"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,调度及容器开发工程师,3-5年,本科,25k-50k,大牛云集
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,算法开发工程师,1-3年,本科,20k-40k,"AI独角兽,工作氛围好"
沪江教育科技（上海）股份有限公司,沪江,500-2000人,D轮及以上,海淀区,资深语音/音频处理研发工程师 (MJ000660),3-5年,本科,25k-50k,免费零食 技术大牛 上市前夜
武汉然诺管理咨询有限公司,RulerTech然诺,15-50人,天使轮,朝阳区,大数据研发工程师,3-5年,本科,30k-50k,"AI,薪酬丰厚,团队大牛"
深圳晶泰科技有限公司,晶泰科技,50-150人,C轮,海淀区,云计算开发工程师,1-3年,本科,12k-19k,"谷歌投资,MIT大牛,待遇丰厚,发展空间大"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,DevOps平台高级研发工程师,3-5年,本科,18k-25k,"大数据企业,上市公司,年终奖金,带薪年假"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Java/大数据开发工程师,3-5年,本科,20k-40k,"平台大,发展好"
北京西普阳光教育科技股份有限公司,西普教育,150-500人,上市公司,海淀区,信息安全课程研发工程师,不限,本科,15k-30k,"和谐氛围,发展平台"
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,后端工程师（系统）,1-3年,本科,15k-30k,"硅谷大牛带,晋升空间大,锻炼机会多,前沿科技"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,海淀区,高级后端工程师,3-5年,本科,30k-50k,"十五薪,六险一金,核心团队"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,研发工程师,1-3年,本科,30k-60k,"16薪,弹性工作,带薪年假,股票期权"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,服务器端开发(高级/资深)工程师,3-5年,本科,25k-45k,六险一金，高薪期权，弹性工作，免费三餐，过亿用户，职业大牛，晋升空间，团队氛围好
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级后端/高级算法策略研发工程师,3-5年,本科,20k-40k,"高级研发,后端"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,声学模型研发工程师,3-5年,硕士,32k-60k,"人工智能,大牛云集,前沿科技"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,用户画像研发工程师-机票事业部(J12940),5-10年,本科,25k-40k,"核心模块,海量数据,16薪+"
北京瀚海星云科技有限公司,星云Clustar,15-50人,天使轮,朝阳区,高级Golang工程师,3-5年,本科,20k-40k,"AI最前沿,技术领先,科技创新,全额福利"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,测试开发工程师（手机客户端方向）,3-5年,本科,15k-30k,"精英团队,人工智能,大公司背景,扁平文化"
乐惠（北京）科技有限公司,乐惠,150-500人,A轮,海淀区,Golang高级开发,3-5年,本科,25k-40k,"平台空间大,技术大牛,学习氛围好,弹性工作"
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,数据开发工程师,3-5年,本科,18k-25k,"新业务,技术提高,免费健身房,年度旅行"
北京博智天下信息技术有限公司,朗播网,150-500人,B轮,海淀区,后端开发工程师,5-10年,本科,20k-40k,"定期旅游,股票期权,免费健身,带薪年假"
北京读我科技有限公司,伴鱼口语,150-500人,C轮,海淀区,web高级研发工程师,3-5年,本科,25k-30k,"产品牛,氛围好,空间大,福利高"
北京景通科信科技有限公司,景通科信,50-150人,A轮,朝阳区,初级Openstack 开发工程师,1年以下,本科,4k-5k,"发展空间大,五险,弹性福利"
杭州橙鹰数据技术有限公司,橙鹰,150-500人,不需要融资,朝阳区,资深数据仓库研发工程师,3-5年,不限,15k-30k,"阿里旗下,氛围好"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,高级DevOps开发工程师,3-5年,本科,15k-30k,"发展空间大,牛人多,弹性工作制,福利好"
杭州云象网络技术有限公司,云象区块链,50-150人,A轮,顺义区,区块链应用开发工程师,不限,本科,15k-30k,"扁平管理,行业独角兽,餐费补助,交通补助"
北京天泽智云科技有限公司,天泽智云,50-150人,A轮,海淀区,Eclipse高级开发工程师,5-10年,本科,20k-35k,"六险一金,弹性工作,带薪年假,各种补贴"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级发布系统开发工程师,1-3年,本科,20k-40k,弹性工作，免费三餐，租房补贴，休闲下午茶
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,后台研发高级工程师,3-5年,不限,30k-60k,"福利待遇好,技术氛围好,长期激励"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,无人车仿真系统高级研发工程师-无人车,5-10年,本科,25k-40k,技术大牛
北京博智天下信息技术有限公司,朗播网,150-500人,B轮,海淀区,高级后端开发工程师,5-10年,本科,20k-40k,"六险一金,免费健身,股票期权,带薪年假"
乐惠（北京）科技有限公司,乐惠,150-500人,A轮,海淀区,Golang高级工程师,3-5年,本科,25k-40k,"学习氛围好,平台稳定,技术大牛,弹性工作"
北京木瓜移动科技股份有限公司,木瓜移动,150-500人,B轮,海淀区,后端开发工程师,1-3年,本科,15k-30k,团队氛围好，公司发展快，福利待遇好
轻客智能科技（江苏）有限公司,MYNTAI小觅智能,50-150人,A轮,朝阳区,自动驾驶开发工程师,1-3年,本科,13k-25k,"上升空间大,福利待遇好,弹性工作制,平台成长快"
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,开发高级工程师,3-5年,本科,25k-50k,"大平台,竞争力薪酬"
北京群星闪耀科技有限公司,群星科技,15-50人,不需要融资,海淀区,全栈工程师,3-5年,本科,20k-40k,"行业前沿,扁平管理,精英团队,弹性办公"
锐波（北京）科技有限公司,波场TRON,150-500人,不需要融资,海淀区,后端工程师,3-5年,本科,20k-40k,"区块链,技术大牛,发展空间,竞争力薪酬"
北京小年糕互联网技术有限公司,小年糕,150-500人,C轮,海淀区,GO开发工程师,1-3年,本科,15k-30k,学习成长
北京一览科技有限公司,一览科技,150-500人,B轮,朝阳区,短视频推荐系统开发工程师,3-5年,本科,20k-40k,"技术大牛,年终奖"
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,BI研发工程师(J10972),3-5年,本科,15k-25k,"平台好,福利好"
北京长亭科技有限公司,长亭科技,150-500人,B轮,海淀区,安全开发工程师,1-3年,本科,15k-25k,"带薪年假,工作餐,年底多薪,五险一金"
北京卡车之家信息技术股份有限公司,卡车之家,150-500人,C轮,朝阳区,安全开发工程师,3-5年,本科,15k-30k,"七险一金,年终多薪,交通便利,氛围好"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,资深后端研发工程师-垂直业务,3-5年,本科,30k-60k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级架构研发工程师,3-5年,本科,30k-60k,"扁平管理,技术团队,丰厚绩效,快速成长"
乐惠（北京）科技有限公司,乐惠,150-500人,A轮,海淀区,golang高级开发,3-5年,本科,30k-50k,"股权激励,技术大牛"
北京互连众信科技有限公司,资产360,500-2000人,D轮及以上,朝阳区,高级前端开发工程师,5-10年,本科,25k-35k,"七险一金,年底多薪,自助午餐"
北京易捷思达科技发展有限公司,EasyStack,150-500人,C轮,海淀区,OpenStack开发工程师,1-3年,本科,12k-22k,"五险一金,弹性工作,技术大牛,绩效奖金"
北京百炼智能科技有限公司,百炼智能,15-50人,天使轮,朝阳区,搜索技术工程师,1-3年,本科,15k-30k,"牛人多,平台发展快,工作氛围好,福利优厚"
北京睿企信息科技有限公司,北京睿企信息科技有限公司,15-50人,A轮,朝阳区,高级系统后端开发工程师,1-3年,本科,30k-50k,"人工智能,技术大牛,丰富团建,免费午餐"
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,PC后端开发工程师,1-3年,本科,9k-15k,"五险一金,团建,班车,平安保险"
北京彼刻科技有限公司,Hydro,15-50人,不需要融资,朝阳区,后端工程师,3-5年,本科,20k-40k,"团队氛围好,产品前景广,三餐+房补,弹性工作"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,服务端开发工程师（语音识别）,5-10年,本科,35k-55k,"大牛云集,人工智能,前沿科技"
北京启明合心科技有限公司,合心科技,50-150人,A轮,海淀区,Nodejs开发工程师,不限,本科,25k-35k,"大数据处理,公司午晚餐,高速发展"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,Golang高级开发,3-5年,本科,20k-35k,"架构团队,核心团队,Kafka,k8s"
北京轻松筹网络科技有限公司,轻松筹,500-2000人,C轮,东城区,高级前端开发工程师,3-5年,本科,20k-30k,"五险一金,氛围好,绩效奖金,朝阳行业"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端研发工程师（AI方向）,1-3年,本科,20k-30k,六险一金 免费三餐 发展空间大 团队专业
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,系统开发工程师,3-5年,本科,12k-22k,七险一金，年14薪，竞争力薪资，免费班车。
